---,ID,Name,Description,Quality,Icon,ItemType,Amount,IsStackable,MaxStackSize,IsDroppable,WorldMesh,Health,Duration,WeaponActorClass,EquipmentMesh,EquipmentType,EquipmentSlot,Damage,Armor,Strength,Dexterity,Intelligence
food_salmon,"food_salmon","Cooked Salmon","Cooked Salmon","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_salmon_icon.fish_salmon_icon'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_salmon.SM_fish_salmon'","15","0.000000","None","None","Miscellaneous","Head","0","0","0","0","0"
food_pike,"food_pike","Fried Pike","Fried Pike","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_pike.fish_pike'","Consumable","1","True","100","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_pike.SM_fish_pike'","15","0.000000","None","None","Miscellaneous","Head","0","0","0","0","0"
food_crab,"food_crab","Crab","Baked Crab","Uncommon","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_crab_icon.fish_crab_icon'","Consumable","1","True","9","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_crab.SM_fish_crab'","20","0.000000","None","None","Armor","Head","0","0","0","2","0"
food_shark,"food_shark","Cooked Shark","Cooked Shark","Rare","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_kitchen_plate_blue.img_kitchen_plate_blue'","Consumable","1","True","9","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/kitchen_plate_large.kitchen_plate_large'","35","0.000000","None","None","Miscellaneous","Main-Hand","0","0","5","0","0"
food_frog,"food_frog","Cooked Frog Legs","Frog Legs","Rare","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_frog_icon.fish_frog_icon'","Consumable","1","True","9","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_frog.SM_fish_frog'","20","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_mackerel,"food_mackerel","Cooked Mackerel","Cooked Mackerel","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_mackeral_icon.fish_mackeral_icon'","Consumable","1","True","9","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_mackeral.SM_fish_mackeral'","20","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/fishing/Meshes/mackerel_rig.mackerel_rig'","Armor","Head","0","0","0","0","0"
food_calamari,"food_calamari","Calamari","Calamari","Rare","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_octopus_icon.fish_octopus_icon'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_octopus.SM_fish_octopus'","25","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_perch,"food_perch","Cooked Perch","Cooked Perch","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_perch_icon.fish_perch_icon'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_perch.SM_fish_perch'","15","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_red_eye,"food_red_eye","Cooked Red Eye Fish","Cooked Red Eye Fish","Common","Texture2D'/Game/_DJM/crafting/fishing/Icons/fish_red_eye_icon.fish_red_eye_icon'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/fishing/Meshes/SM_fish_red_eye.SM_fish_red_eye'","15","0.000000","None","SkeletalMesh'/Game/_DJM/crafting/fishing/Meshes/red_eye_fish_rig_exp.red_eye_fish_rig_exp'","Armor","Head","0","0","0","0","0"
plant_compost,"plant_compost","Plant Compost","mulched or broken plants used for compost","Poor","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_gold.img_jar_gold'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_gold.SM_jar_gold'","-10","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_seedling,"plant_seedling","Plant Seedling","A little seedling","Common","Texture2D'/Game/_DJM/crafting/farming/Meshes/Textures/img_plant_seedling.img_plant_seedling'","Miscellaneous","1","True","99","True","StaticMesh'/Game/ext_landscapes/Meadow_Environment_Set/Environment/Foliage/Meshes/SM_grass_meadow_01_cross.SM_grass_meadow_01_cross'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_vine,"plant_vine","Vines","some vines cut from trees","Poor","Texture2D'/Game/ext_landscapes/MedievalDocks/Textures/Rope_N.Rope_N'","Miscellaneous","1","True","99","True","StaticMesh'/Game/MedievalDocks/Meshes/RopePile_B_mdl.RopePile_B_mdl'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_sludge,"plant_sludge","Sludge from plants","Sludge - DONT DRINK","Poor","Texture2D'/Game/_DJM/crafting/cooking/kitchen/img_jar_green.img_jar_green'","Miscellaneous","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/SM_jar_green.SM_jar_green'","-30","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_leaves,"plant_leaves","Plant Leaves","Leaves from a plant","Poor","Texture2D'/Game/Particles_Wind_Control_System/Textures/T_Leaf_Bird_Cherry_B.T_Leaf_Bird_Cherry_B'","Miscellaneous","1","True","999","True","StaticMesh'/Game/Particles_Wind_Control_System/Meshes/SM_Leaf.SM_Leaf'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_bark,"plant_bark","Bark","Bark from a tree","Poor","Texture2D'/Game/ext_landscapes/NaturePackage/Textures/flora/ConiferBark_D.ConiferBark_D'","Miscellaneous","1","True","999","True","StaticMesh'/Game/ext_landscapes/Environment_Set/Environment/Foliage/Models/SM_trunk_02.SM_trunk_02'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_twigs,"plant_twigs","Twigs","Small Twigs from trees","Poor","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_stick_short_med.img_wood_stick_short_med'","Miscellaneous","1","True","999","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_stick_short.SM_wood_stick_short'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_sticks,"plant_sticks","Sticks","Sticks from trees","Poor","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_stick_short_med.img_wood_stick_short_med'","Miscellaneous","1","True","999","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_stick_short.SM_wood_stick_short'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_branch,"plant_branch","Branch","Branch from trees","Poor","Texture2D'/Game/_DJM/crafting/woodwork/img_wood_stick_short_med.img_wood_stick_short_med'","Miscellaneous","1","True","999","True","StaticMesh'/Game/_DJM/crafting/woodwork/SM_wood_stick_short.SM_wood_stick_short'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
plant_petal,"plant_petal","Flower petals","Petals from flowering plants","Poor","Texture2D'/Game/ext_landscapes/OpenLand/OpenLandGrass/Textures/Grass_Textures/T_Grass_Garden_Flowers.T_Grass_Garden_Flowers'","Miscellaneous","1","True","999","True","StaticMesh'/Game/ext_landscapes/RuralAustralia/Effects/FallingLeaves/Meshes/SM_Leaf_03.SM_Leaf_03'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
paper,"paper","Paper","Paper used to make books and recipes","Uncommon","Texture2D'/Game/_DJM/UCS/Clothing/ClothTextures/T_Wool_Base.T_Wool_Base'","Miscellaneous","1","True","999","True","None","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_yeast_mushroom,"food_yeast_mushroom","Yeast","Yeast","Common","Texture2D'/Game/_DJM/crafting/cooking/img_box_short.img_box_short'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/SM_kitchen-box-short.SM_kitchen-box-short'","0","0.000000","None","None","Armor","Head","0","0","0","0","0"
food_snail_fried,"food_snail_fried","Fried Snail","Fried Snail - sounds odd but quite tasty","Uncommon","Texture2D'/Game/_DJM/djmAnimals/Textures/img_animal_snail.img_animal_snail'","Consumable","1","True","99","True","StaticMesh'/Game/_DJM/crafting/cooking/kitchen/kitchen_plate_large.kitchen_plate_large'","10","0.000000","None","None","Armor","Head","0","0","0","0","0"
