id,"size_X","size_Y","size_Z","radius"
"plant_mushroom_med_4_1","100.77002","101.066162","119.663536","78.800346"
"plant_mushroom_med_5_1","99.230957","98.771729","122.747429","62.543453"
"plant_mushroom_med_8_1","71.61377","71.749756","185.028824","92.859695"
"plant_mushroom_med_9_1","104.050568","103.379883","101.313133","60.807148"
"plant_mushroom_med_10_1","97.801636","97.289185","188.254913","94.298698"
"plant_mushroom_small_1_1","5.061218","5.264709","40.752094","20.388714"
"plant_mushroom_small_2_1","14.835693","13.983704","33.613674","16.86508"
"plant_mushroom_small_3_1","16.870117","16.877563","34.870018","18.998444"
"plant_mushroom_small_4_1","8.811462","8.835571","46.490017","23.260038"
"plant_mushroom_small_5_1","17.220337","17.2276","30.278316","15.177267"
"plant_mushroom_small_6_1","16.097412","16.26593","30.116322","15.155353"
"plant_mushroom_small_7_1","14.329956","14.150208","30.049847","16.16865"
"plant_mushroom_small_8_1","13.55545","13.539856","24.690783","12.516453"
"plant_mushroom_small_9_1","24.257412","24.291016","31.117577","16.297413"
"plant_mushroom_small_10_1","18.651978","18.518799","27.674994","13.879246"
"recipe_furn_shelf_oak","3.422723","22.214115","32.760712","19.864826"
"wood_stick_pine","7.773413","240.000015","4.00004","120.07959"
"wood_plank_pine_glued","42.911819","240.0","4.00004","121.919472"
